"success","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","screen","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","html-keyboard-response","1820","855340","0.0-28.0-1.0-2.0-0.48","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 41%; padding-right: 5%; padding-top: 6%; padding-bottom: 9%"">+</p>","null","","","","","","889","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1821","855523","0.0-28.0-1.0-2.0-1.48","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","182","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.50000_0.14856.png","arrowright","","","","","","","","49","","","false","","","5","Ebbinghaus_1.50000_0.14856.png","B","arrowleft","Ebbinghaus","1.5000000000","0.1485600000","855340","<p style=""color: black; font-size: 80px; padding-left: 41%; padding-right: 5%; padding-top: 6%; padding-bottom: 9%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1822","856496","0.0-28.0-1.0-2.0-0.49","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 1%; padding-right: 29%; padding-top: 49%; padding-bottom: 48%"">+</p>","null","","","","","","971","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1823","856510","0.0-28.0-1.0-2.0-1.49","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","13","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.9000_0.14856.png","arrowleft","","","","","","","","50","","","true","","","5","Ebbinghaus_-0.9000_0.14856.png","B","arrowleft","Ebbinghaus","-0.900000000","0.1485600000","856496","<p style=""color: black; font-size: 80px; padding-left: 1%; padding-right: 29%; padding-top: 49%; padding-bottom: 48%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1824","857321","0.0-28.0-1.0-2.0-0.50","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 47%; padding-right: 14%; padding-top: 49%; padding-bottom: 17%"">+</p>","null","","","","","","808","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1825","857550","0.0-28.0-1.0-2.0-1.50","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","229","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.9000_-0.0500.png","arrowleft","","","","","","","","51","","","false","","","5","Ebbinghaus_-0.9000_-0.0500.png","B","arrowright","Ebbinghaus","-0.900000000","-0.050000000","857321","<p style=""color: black; font-size: 80px; padding-left: 47%; padding-right: 14%; padding-top: 49%; padding-bottom: 17%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1826","858156","0.0-28.0-1.0-2.0-0.51","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 35%; padding-top: 23%; padding-bottom: 38%"">+</p>","null","","","","","","604","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1827","858303","0.0-28.0-1.0-2.0-1.51","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","146","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.5000_-0.0500.png","arrowright","","","","","","","","52","","","true","","","5","Ebbinghaus_-1.5000_-0.0500.png","B","arrowright","Ebbinghaus","-1.500000000","-0.050000000","858156","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 35%; padding-top: 23%; padding-bottom: 38%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1828","859289","0.0-28.0-1.0-2.0-0.52","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 35%; padding-top: 2%; padding-bottom: 43%"">+</p>","null","","","","","","983","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1829","859406","0.0-28.0-1.0-2.0-1.52","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","117","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.90000_0.41515.png","arrowleft","","","","","","","","53","","","true","","","5","Ebbinghaus_0.90000_0.41515.png","B","arrowleft","Ebbinghaus","0.9000000000","0.4151500000","859289","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 35%; padding-top: 2%; padding-bottom: 43%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1830","860239","0.0-28.0-1.0-2.0-0.53","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 46%; padding-right: 8%; padding-top: 28%; padding-bottom: 2%"">+</p>","null","","","","","","831","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1831","860664","0.0-28.0-1.0-2.0-1.53","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","425","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.60000_0.05000.png","arrowleft","","","","","","","","54","","","true","","","5","Ebbinghaus_0.60000_0.05000.png","B","arrowleft","Ebbinghaus","0.6000000000","0.0500000000","860239","<p style=""color: black; font-size: 80px; padding-left: 46%; padding-right: 8%; padding-top: 28%; padding-bottom: 2%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1832","861680","0.0-28.0-1.0-2.0-0.54","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 41%; padding-top: 20%; padding-bottom: 37%"">+</p>","null","","","","","","1014","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1833","861700","0.0-28.0-1.0-2.0-1.54","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","19","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.50000_-0.0500.png","arrowleft","","","","","","","","55","","","false","","","5","Ebbinghaus_1.50000_-0.0500.png","B","arrowright","Ebbinghaus","1.5000000000","-0.050000000","861680","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 41%; padding-top: 20%; padding-bottom: 37%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1834","862487","0.0-28.0-1.0-2.0-0.55","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 14%; padding-top: 13%; padding-bottom: 11%"">+</p>","null","","","","","","786","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1835","862549","0.0-28.0-1.0-2.0-1.55","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","61","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.3000_0.05000.png","arrowright","","","","","","","","56","","","false","","","5","Ebbinghaus_-0.3000_0.05000.png","B","arrowleft","Ebbinghaus","-0.300000000","0.0500000000","862487","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 14%; padding-top: 13%; padding-bottom: 11%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1836","863520","0.0-28.0-1.0-2.0-0.56","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 8%; padding-top: 32%; padding-bottom: 22%"">+</p>","null","","","","","","969","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1837","863552","0.0-28.0-1.0-2.0-1.56","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","31","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.5000_-0.2687.png","arrowleft","","","","","","","","57","","","false","","","5","Ebbinghaus_-1.5000_-0.2687.png","B","arrowright","Ebbinghaus","-1.500000000","-0.268700000","863520","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 8%; padding-top: 32%; padding-bottom: 22%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1838","864166","0.0-28.0-1.0-2.0-0.57","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 37%; padding-top: 39%; padding-bottom: 10%"">+</p>","null","","","","","","613","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1839","864393","0.0-28.0-1.0-2.0-1.57","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","226","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.6000_-0.0500.png","arrowright","","","","","","","","58","","","true","","","5","Ebbinghaus_-0.6000_-0.0500.png","B","arrowright","Ebbinghaus","-0.600000000","-0.050000000","864166","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 37%; padding-top: 39%; padding-bottom: 10%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1840","865362","0.0-28.0-1.0-2.0-0.58","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 2%; padding-right: 48%; padding-top: 14%; padding-bottom: 16%"">+</p>","null","","","","","","967","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1841","865798","0.0-28.0-1.0-2.0-1.58","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","436","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.2000_0.05000.png","arrowleft","","","","","","","","59","","","true","","","5","Ebbinghaus_-1.2000_0.05000.png","B","arrowleft","Ebbinghaus","-1.200000000","0.0500000000","865362","<p style=""color: black; font-size: 80px; padding-left: 2%; padding-right: 48%; padding-top: 14%; padding-bottom: 16%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1842","866661","0.0-28.0-1.0-2.0-0.59","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 29%; padding-top: 12%; padding-bottom: 45%"">+</p>","null","","","","","","860","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1843","866867","0.0-28.0-1.0-2.0-1.59","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","206","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.60000_-0.2687.png","arrowright","","","","","","","","60","","","true","","","5","Ebbinghaus_0.60000_-0.2687.png","B","arrowright","Ebbinghaus","0.6000000000","-0.268700000","866661","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 29%; padding-top: 12%; padding-bottom: 45%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1844","867616","0.0-28.0-1.0-2.0-0.60","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 45%; padding-top: 8%; padding-bottom: 2%"">+</p>","null","","","","","","747","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1845","868000","0.0-28.0-1.0-2.0-1.60","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","382","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.9000_-0.14856.png","arrowright","","","","","","","","61","","","true","","","5","Ebbinghaus_-0.9000_-0.14856.png","B","arrowright","Ebbinghaus","-0.900000000","-0.148560000","867616","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 45%; padding-top: 8%; padding-bottom: 2%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1846","868781","0.0-28.0-1.0-2.0-0.61","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 1%; padding-top: 28%; padding-bottom: 33%"">+</p>","null","","","","","","780","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1847","869133","0.0-28.0-1.0-2.0-1.61","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","351","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.20000_0.14856.png","arrowright","","","","","","","","62","","","false","","","5","Ebbinghaus_1.20000_0.14856.png","B","arrowleft","Ebbinghaus","1.2000000000","0.1485600000","868781","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 1%; padding-top: 28%; padding-bottom: 33%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1848","869974","0.0-28.0-1.0-2.0-0.62","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 34%; padding-right: 8%; padding-top: 14%; padding-bottom: 27%"">+</p>","null","","","","","","839","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1849","870343","0.0-28.0-1.0-2.0-1.62","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","368","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.2000_-0.0500.png","arrowright","","","","","","","","63","","","true","","","5","Ebbinghaus_-1.2000_-0.0500.png","B","arrowright","Ebbinghaus","-1.200000000","-0.050000000","869974","<p style=""color: black; font-size: 80px; padding-left: 34%; padding-right: 8%; padding-top: 14%; padding-bottom: 27%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1850","871358","0.0-28.0-1.0-2.0-0.63","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 46%; padding-right: 36%; padding-top: 39%; padding-bottom: 36%"">+</p>","null","","","","","","1013","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1851","871700","0.0-28.0-1.0-2.0-1.63","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","341","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.30000_0.05000.png","arrowright","","","","","","","","64","","","false","","","5","Ebbinghaus_0.30000_0.05000.png","B","arrowleft","Ebbinghaus","0.3000000000","0.0500000000","871358","<p style=""color: black; font-size: 80px; padding-left: 46%; padding-right: 36%; padding-top: 39%; padding-bottom: 36%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1852","872382","0.0-28.0-1.0-2.0-0.64","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 24%; padding-top: 24%; padding-bottom: 35%"">+</p>","null","","","","","","680","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1853","872760","0.0-28.0-1.0-2.0-1.64","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","377","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.3000_-0.2687.png","arrowleft","","","","","","","","65","","","false","","","5","Ebbinghaus_-0.3000_-0.2687.png","B","arrowright","Ebbinghaus","-0.300000000","-0.268700000","872382","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 24%; padding-top: 24%; padding-bottom: 35%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1854","873851","0.0-28.0-1.0-2.0-0.65","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 33%; padding-top: 21%; padding-bottom: 32%"">+</p>","null","","","","","","1088","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1855","873953","0.0-28.0-1.0-2.0-1.65","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","101","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.6000_0.26870.png","arrowright","","","","","","","","66","","","false","","","5","Ebbinghaus_-0.6000_0.26870.png","B","arrowleft","Ebbinghaus","-0.600000000","0.2687000000","873851","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 33%; padding-top: 21%; padding-bottom: 32%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1856","874789","0.0-28.0-1.0-2.0-0.66","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 28%; padding-top: 43%; padding-bottom: 41%"">+</p>","null","","","","","","834","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1857","875070","0.0-28.0-1.0-2.0-1.66","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","281","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.9000_0.05000.png","arrowright","","","","","","","","67","","","false","","","5","Ebbinghaus_-0.9000_0.05000.png","B","arrowleft","Ebbinghaus","-0.900000000","0.0500000000","874789","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 28%; padding-top: 43%; padding-bottom: 41%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1858","875712","0.0-28.0-1.0-2.0-0.67","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 12%; padding-top: 38%; padding-bottom: 22%"">+</p>","null","","","","","","640","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1859","876099","0.0-28.0-1.0-2.0-1.67","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","385","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.6000_-0.2687.png","arrowright","","","","","","","","68","","","true","","","5","Ebbinghaus_-0.6000_-0.2687.png","B","arrowright","Ebbinghaus","-0.600000000","-0.268700000","875712","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 12%; padding-top: 38%; padding-bottom: 22%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1860","876893","0.0-28.0-1.0-2.0-0.68","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 11%; padding-top: 0%; padding-bottom: 32%"">+</p>","null","","","","","","793","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1861","877132","0.0-28.0-1.0-2.0-1.68","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","237","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.9000_-0.41515.png","arrowright","","","","","","","","69","","","true","","","5","Ebbinghaus_-0.9000_-0.41515.png","B","arrowright","Ebbinghaus","-0.900000000","-0.415150000","876893","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 11%; padding-top: 0%; padding-bottom: 32%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1862","878143","0.0-28.0-1.0-2.0-0.69","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 15%; padding-top: 46%; padding-bottom: 43%"">+</p>","null","","","","","","1009","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1863","878917","0.0-28.0-1.0-2.0-1.69","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","773","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.60000_-0.41515.png","arrowright","","","","","","","","70","","","true","","","5","Ebbinghaus_0.60000_-0.41515.png","B","arrowright","Ebbinghaus","0.6000000000","-0.415150000","878143","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 15%; padding-top: 46%; padding-bottom: 43%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1864","879546","0.0-28.0-1.0-2.0-0.70","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 36%; padding-top: 31%; padding-bottom: 38%"">+</p>","null","","","","","","627","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1865","880179","0.0-28.0-1.0-2.0-1.70","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","632","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.2000_0.41515.png","arrowright","","","","","","","","71","","","false","","","5","Ebbinghaus_-1.2000_0.41515.png","B","arrowleft","Ebbinghaus","-1.200000000","0.4151500000","879546","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 36%; padding-top: 31%; padding-bottom: 38%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1866","881058","0.0-28.0-1.0-2.0-0.71","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 13%; padding-top: 12%; padding-bottom: 39%"">+</p>","null","","","","","","877","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1867","881449","0.0-28.0-1.0-2.0-1.71","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","390","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.60000_0.26870.png","arrowright","","","","","","","","72","","","false","","","5","Ebbinghaus_0.60000_0.26870.png","B","arrowleft","Ebbinghaus","0.6000000000","0.2687000000","881058","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 13%; padding-top: 12%; padding-bottom: 39%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1868","882379","0.0-28.0-1.0-2.0-0.72","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 42%; padding-top: 8%; padding-bottom: 16%"">+</p>","null","","","","","","928","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1869","882690","0.0-28.0-1.0-2.0-1.72","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","311","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.50000_-0.41515.png","arrowright","","","","","","","","73","","","true","","","5","Ebbinghaus_1.50000_-0.41515.png","B","arrowright","Ebbinghaus","1.5000000000","-0.415150000","882379","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 42%; padding-top: 8%; padding-bottom: 16%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1870","883431","0.0-28.0-1.0-2.0-0.73","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 12%; padding-top: 15%; padding-bottom: 43%"">+</p>","null","","","","","","739","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1871","883684","0.0-28.0-1.0-2.0-1.73","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","252","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.20000_-0.2687.png","arrowright","","","","","","","","74","","","true","","","5","Ebbinghaus_1.20000_-0.2687.png","B","arrowright","Ebbinghaus","1.2000000000","-0.268700000","883431","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 12%; padding-top: 15%; padding-bottom: 43%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1872","884712","0.0-28.0-1.0-2.0-0.74","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 9%; padding-top: 37%; padding-bottom: 15%"">+</p>","null","","","","","","1027","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1873","885073","0.0-28.0-1.0-2.0-1.74","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","360","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.30000_-0.41515.png","arrowright","","","","","","","","75","","","true","","","5","Ebbinghaus_0.30000_-0.41515.png","B","arrowright","Ebbinghaus","0.3000000000","-0.415150000","884712","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 9%; padding-top: 37%; padding-bottom: 15%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1874","886017","0.0-28.0-1.0-2.0-0.75","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 36%; padding-top: 3%; padding-bottom: 24%"">+</p>","null","","","","","","941","","","","","","","","","","","","","","","","","","",""
