"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","webcam","microphone","vsync_rate","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","correct","type","illusion_strength","illusion_difference","block_number","trial_number"
"","IG_FixationCross","","html-keyboard-response","192","193649","0.0-12.0-0.0-2.0-0.59","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 33%; padding-right: 15%; padding-top: 48%; padding-bottom: 11%"">+</p>","null","","","","","","971","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","193","194374","0.0-12.0-0.0-2.0-1.59","","","","","","","","","","","","","","","","","","","","","725","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_9.00000_0.18509.png","arrowdown","","","","","","","MullerLyer_9.00000_0.18509.png","A","arrowup","MullerLyer","9.0000000000","0.1850900000","193649","<p style=""color: black; font-size: 80px; padding-left: 33%; padding-right: 15%; padding-top: 48%; padding-bottom: 11%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","60"
"","IG_FixationCross","","html-keyboard-response","194","195373","0.0-12.0-0.0-2.0-0.60","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 29%; padding-top: 29%; padding-bottom: 46%"">+</p>","null","","","","","","997","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","195","195985","0.0-12.0-0.0-2.0-1.60","","","","","","","","","","","","","","","","","","","","","612","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_9.00000_0.45000.png","arrowdown","","","","","","","MullerLyer_9.00000_0.45000.png","A","arrowup","MullerLyer","9.0000000000","0.4500000000","195373","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 29%; padding-top: 29%; padding-bottom: 46%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","61"
"","IG_FixationCross","","html-keyboard-response","196","196985","0.0-12.0-0.0-2.0-0.61","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 48%; padding-right: 48%; padding-top: 42%; padding-bottom: 33%"">+</p>","null","","","","","","997","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","197","197535","0.0-12.0-0.0-2.0-1.61","","","","","","","","","","","","","","","","","","","","","549","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_0.08716.png","arrowdown","","","","","","","MullerLyer_-15.000_0.08716.png","A","arrowup","MullerLyer","-15.00000000","0.0871600000","196985","<p style=""color: black; font-size: 80px; padding-left: 48%; padding-right: 48%; padding-top: 42%; padding-bottom: 33%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","62"
"","IG_FixationCross","","html-keyboard-response","198","198288","0.0-12.0-0.0-2.0-0.62","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 38%; padding-right: 36%; padding-top: 41%; padding-bottom: 7%"">+</p>","null","","","","","","752","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","199","198743","0.0-12.0-0.0-2.0-1.62","","","","","","","","","","","","","","","","","","","","","455","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-9.0000_0.18509.png","arrowup","","","","","","","MullerLyer_-9.0000_0.18509.png","A","arrowup","MullerLyer","-9.000000000","0.1850900000","198288","<p style=""color: black; font-size: 80px; padding-left: 38%; padding-right: 36%; padding-top: 41%; padding-bottom: 7%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","63"
"","IG_FixationCross","","html-keyboard-response","200","199814","0.0-12.0-0.0-2.0-0.63","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 31%; padding-top: 18%; padding-bottom: 40%"">+</p>","null","","","","","","1069","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","201","200726","0.0-12.0-0.0-2.0-1.63","","","","","","","","","","","","","","","","","","","","","911","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_-0.18509.png","arrowdown","","","","","","","MullerLyer_-15.000_-0.18509.png","A","arrowdown","MullerLyer","-15.00000000","-0.185090000","199814","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 31%; padding-top: 18%; padding-bottom: 40%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","64"
"","IG_FixationCross","","html-keyboard-response","202","201465","0.0-12.0-0.0-2.0-0.64","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 36%; padding-top: 19%; padding-bottom: 11%"">+</p>","null","","","","","","737","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","203","202044","0.0-12.0-0.0-2.0-1.64","","","","","","","","","","","","","","","","","","","","","579","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.08716.png","arrowup","","","","","","","MullerLyer_-3.0000_-0.08716.png","A","arrowdown","MullerLyer","-3.000000000","-0.087160000","201465","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 36%; padding-top: 19%; padding-bottom: 11%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","65"
"","IG_FixationCross","","html-keyboard-response","204","202881","0.0-12.0-0.0-2.0-0.65","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 16%; padding-top: 25%; padding-bottom: 12%"">+</p>","null","","","","","","835","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","205","203408","0.0-12.0-0.0-2.0-1.65","","","","","","","","","","","","","","","","","","","","","526","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_27.0000_-0.4500.png","arrowdown","","","","","","","MullerLyer_27.0000_-0.4500.png","A","arrowdown","MullerLyer","27.000000000","-0.450000000","202881","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 16%; padding-top: 25%; padding-bottom: 12%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","66"
"","IG_FixationCross","","html-keyboard-response","206","204381","0.0-12.0-0.0-2.0-0.66","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 13%; padding-top: 34%; padding-bottom: 37%"">+</p>","null","","","","","","972","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","207","204979","0.0-12.0-0.0-2.0-1.66","","","","","","","","","","","","","","","","","","","","","598","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_0.18509.png","arrowdown","","","","","","","MullerLyer_3.00000_0.18509.png","A","arrowup","MullerLyer","3.0000000000","0.1850900000","204381","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 13%; padding-top: 34%; padding-bottom: 37%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","67"
"","IG_FixationCross","","html-keyboard-response","208","206027","0.0-12.0-0.0-2.0-0.67","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 3%; padding-top: 22%; padding-bottom: 28%"">+</p>","null","","","","","","1047","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","209","206624","0.0-12.0-0.0-2.0-1.67","","","","","","","","","","","","","","","","","","","","","596","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_0.30447.png","arrowdown","","","","","","","MullerLyer_3.00000_0.30447.png","A","arrowup","MullerLyer","3.0000000000","0.3044700000","206027","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 3%; padding-top: 22%; padding-bottom: 28%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","68"
"","IG_FixationCross","","html-keyboard-response","210","207480","0.0-12.0-0.0-2.0-0.68","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 33%; padding-top: 24%; padding-bottom: 12%"">+</p>","null","","","","","","855","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","211","208009","0.0-12.0-0.0-2.0-1.68","","","","","","","","","","","","","","","","","","","","","528","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_0.08716.png","arrowdown","","","","","","","MullerLyer_15.0000_0.08716.png","A","arrowup","MullerLyer","15.000000000","0.0871600000","207480","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 33%; padding-top: 24%; padding-bottom: 12%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","69"
"","IG_FixationCross","","html-keyboard-response","212","208883","0.0-12.0-0.0-2.0-0.69","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 1%; padding-top: 22%; padding-bottom: 6%"">+</p>","null","","","","","","872","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","213","209524","0.0-12.0-0.0-2.0-1.69","","","","","","","","","","","","","","","","","","","","","641","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-21.000_-0.30447.png","arrowdown","","","","","","","MullerLyer_-21.000_-0.30447.png","A","arrowdown","MullerLyer","-21.00000000","-0.304470000","208883","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 1%; padding-top: 22%; padding-bottom: 6%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","70"
"","IG_FixationCross","","html-keyboard-response","214","210516","0.0-12.0-0.0-2.0-0.70","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 15%; padding-top: 28%; padding-bottom: 34%"">+</p>","null","","","","","","990","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","215","211034","0.0-12.0-0.0-2.0-1.70","","","","","","","","","","","","","","","","","","","","","517","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_0.30447.png","arrowup","","","","","","","MullerLyer_-3.0000_0.30447.png","A","arrowup","MullerLyer","-3.000000000","0.3044700000","210516","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 15%; padding-top: 28%; padding-bottom: 34%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","71"
"","IG_FixationCross","","html-keyboard-response","216","211679","0.0-12.0-0.0-2.0-0.71","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 44%; padding-right: 35%; padding-top: 5%; padding-bottom: 22%"">+</p>","null","","","","","","644","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","217","212123","0.0-12.0-0.0-2.0-1.71","","","","","","","","","","","","","","","","","","","","","443","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_-0.4500.png","arrowdown","","","","","","","MullerLyer_15.0000_-0.4500.png","A","arrowdown","MullerLyer","15.000000000","-0.450000000","211679","<p style=""color: black; font-size: 80px; padding-left: 44%; padding-right: 35%; padding-top: 5%; padding-bottom: 22%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","72"
"","IG_FixationCross","","html-keyboard-response","218","213135","0.0-12.0-0.0-2.0-0.72","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 34%; padding-top: 28%; padding-bottom: 41%"">+</p>","null","","","","","","1011","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","219","213974","0.0-12.0-0.0-2.0-1.72","","","","","","","","","","","","","","","","","","","","","838","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_-0.18509.png","arrowdown","","","","","","","MullerLyer_15.0000_-0.18509.png","A","arrowdown","MullerLyer","15.000000000","-0.185090000","213135","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 34%; padding-top: 28%; padding-bottom: 41%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","73"
"","IG_FixationCross","","html-keyboard-response","220","215045","0.0-12.0-0.0-2.0-0.73","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 47%; padding-right: 48%; padding-top: 38%; padding-bottom: 2%"">+</p>","null","","","","","","1070","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","221","215511","0.0-12.0-0.0-2.0-1.73","","","","","","","","","","","","","","","","","","","","","465","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-9.0000_0.30447.png","arrowdown","","","","","","","MullerLyer_-9.0000_0.30447.png","A","arrowup","MullerLyer","-9.000000000","0.3044700000","215045","<p style=""color: black; font-size: 80px; padding-left: 47%; padding-right: 48%; padding-top: 38%; padding-bottom: 2%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","74"
"","IG_FixationCross","","html-keyboard-response","222","216145","0.0-12.0-0.0-2.0-0.74","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 19%; padding-top: 45%; padding-bottom: 48%"">+</p>","null","","","","","","632","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","223","216883","0.0-12.0-0.0-2.0-1.74","","","","","","","","","","","","","","","","","","","","","736","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_27.0000_0.08716.png","arrowdown","","","","","","","MullerLyer_27.0000_0.08716.png","A","arrowup","MullerLyer","27.000000000","0.0871600000","216145","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 19%; padding-top: 45%; padding-bottom: 48%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","75"
"","IG_FixationCross","","html-keyboard-response","224","217977","0.0-12.0-0.0-2.0-0.75","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 38%; padding-top: 19%; padding-bottom: 4%"">+</p>","null","","","","","","1092","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","225","218683","0.0-12.0-0.0-2.0-1.75","","","","","","","","","","","","","","","","","","","","","705","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_27.0000_0.45000.png","arrowdown","","","","","","","MullerLyer_27.0000_0.45000.png","A","arrowup","MullerLyer","27.000000000","0.4500000000","217977","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 38%; padding-top: 19%; padding-bottom: 4%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","76"
"","IG_FixationCross","","html-keyboard-response","226","219646","0.0-12.0-0.0-2.0-0.76","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 43%; padding-top: 18%; padding-bottom: 42%"">+</p>","null","","","","","","961","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","227","220150","0.0-12.0-0.0-2.0-1.76","","","","","","","","","","","","","","","","","","","","","504","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-21.000_0.18509.png","arrowdown","","","","","","","MullerLyer_-21.000_0.18509.png","A","arrowup","MullerLyer","-21.00000000","0.1850900000","219646","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 43%; padding-top: 18%; padding-bottom: 42%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","77"
"","IG_FixationCross","","html-keyboard-response","228","220825","0.0-12.0-0.0-2.0-0.77","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 23%; padding-right: 20%; padding-top: 30%; padding-bottom: 7%"">+</p>","null","","","","","","673","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","229","221444","0.0-12.0-0.0-2.0-1.77","","","","","","","","","","","","","","","","","","","","","619","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_-0.30447.png","arrowdown","","","","","","","MullerLyer_-15.000_-0.30447.png","A","arrowdown","MullerLyer","-15.00000000","-0.304470000","220825","<p style=""color: black; font-size: 80px; padding-left: 23%; padding-right: 20%; padding-top: 30%; padding-bottom: 7%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","78"
"","IG_FixationCross","","html-keyboard-response","230","222173","0.0-12.0-0.0-2.0-0.78","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 15%; padding-right: 17%; padding-top: 29%; padding-bottom: 46%"">+</p>","null","","","","","","726","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","231","222998","0.0-12.0-0.0-2.0-1.78","","","","","","","","","","","","","","","","","","","","","824","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_0.30447.png","arrowup","","","","","","","MullerLyer_15.0000_0.30447.png","A","arrowup","MullerLyer","15.000000000","0.3044700000","222173","<p style=""color: black; font-size: 80px; padding-left: 15%; padding-right: 17%; padding-top: 29%; padding-bottom: 46%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","79"
"","IG_FixationCross","","html-keyboard-response","232","223653","0.0-12.0-0.0-2.0-0.79","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 29%; padding-top: 43%; padding-bottom: 42%"">+</p>","null","","","","","","654","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","233","224200","0.0-12.0-0.0-2.0-1.79","","","","","","","","","","","","","","","","","","","","","546","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.4500.png","arrowdown","","","","","","","MullerLyer_-3.0000_-0.4500.png","A","arrowdown","MullerLyer","-3.000000000","-0.450000000","223653","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 29%; padding-top: 43%; padding-bottom: 42%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","80"
"","IG_BlockResults","","html-button-response","234","228806","0.0-12.0-0.0-3.0","","","","","","","","","","","","","","","","","","","","","4605","<p>Votre score pour cette illusion est</p><p style=""color: black; font-size: 48px; font-weight: bold;"">63.2 %</p><hr><p>Pouvez-vous faire mieux avec la prochaine illusion?</p>","0","","","","","","","","","","","","","","","","","","","",""
"true","IG_Preload","","preload","235","229298","0.0-12.0-1.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","IG_Instructions","","html-keyboard-response","236","231619","0.0-12.0-1.0-1.0","","","","","","","","","","","","","","","","","","","","","2321","<p>Dans cette partie, deux cercles rouges vont apparaître côte à côte à l'écran.</p><p>Vous devez sélectionner quel <b>cercle rouge est plus grand</b> aussi rapidement que possible et sans faire d'erreurs.</p><p>Ne soyez pas distraits par les cercles noirs autour des cercles rouges!</p><p>Appuyez sur <b>la flèche GAUCHE ou DROITE</b> pour indiquer quel est le plus grand <b>cercle rouge</b>.</p><div style='float: center'><img src='https://realitybending.github.io/IllusionGame/v3//images/Ebbinghaus_Demo.png' height='200'></img><p><img src='https://realitybending.github.io/IllusionGame/v3//images/answer_leftright_keyboard.PNG' height='100'></img></p><p class='small'>Dans cet exemple, la réponse correcte est la <b>flèche GAUCHE</b>.</p></div><p>Êtes-vous prêt? <b>Appuyer sur la touche ENTRÉE pour démarrer</b></p>","enter","","","","","","","","","","","","","","","","","","","",""
"","IG_FixationCross","","html-keyboard-response","237","232802","0.0-12.0-1.0-2.0-0.0","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 30%; padding-top: 3%; padding-bottom: 48%"">+</p>","null","","","","","","679","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","238","233613","0.0-12.0-1.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","810","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.15000_-0.3383.png","arrowright","","","","","","","Ebbinghaus_0.15000_-0.3383.png","A","arrowright","Ebbinghaus","0.1500000000","-0.338300000","232802","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 30%; padding-top: 3%; padding-bottom: 48%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","2","1"
"","IG_FixationCross","","html-keyboard-response","239","234338","0.0-12.0-1.0-2.0-0.1","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 33%; padding-top: 20%; padding-bottom: 29%"">+</p>","null","","","","","","724","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","240","234845","0.0-12.0-1.0-2.0-1.1","","","","","","","","","","","","","","","","","","","","","506","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.4500_-0.5000.png","arrowleft","","","","","","","Ebbinghaus_-0.4500_-0.5000.png","A","arrowright","Ebbinghaus","-0.450000000","-0.500000000","234338","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 33%; padding-top: 20%; padding-bottom: 29%"">+</p>","false","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","2","2"
"","IG_FixationCross","","html-keyboard-response","241","235808","0.0-12.0-1.0-2.0-0.2","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 37%; padding-top: 20%; padding-bottom: 9%"">+</p>","null","","","","","","960","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","242","236386","0.0-12.0-1.0-2.0-1.2","","","","","","","","","","","","","","","","","","","","","578","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0500_0.09684.png","arrowright","","","","","","","Ebbinghaus_-1.0500_0.09684.png","A","arrowleft","Ebbinghaus","-1.050000000","0.0968400000","235808","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 37%; padding-top: 20%; padding-bottom: 9%"">+</p>","false","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","2","3"
"","IG_FixationCross","","html-keyboard-response","243","237376","0.0-12.0-1.0-2.0-0.3","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 36%; padding-right: 8%; padding-top: 42%; padding-bottom: 25%"">+</p>","null","","","","","","988","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","244","238115","0.0-12.0-1.0-2.0-1.3","","","","","","","","","","","","","","","","","","","","","738","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0500_-0.09684.png","arrowright","","","","","","","Ebbinghaus_-1.0500_-0.09684.png","A","arrowright","Ebbinghaus","-1.050000000","-0.096840000","237376","<p style=""color: black; font-size: 80px; padding-left: 36%; padding-right: 8%; padding-top: 42%; padding-bottom: 25%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","2","4"
"","IG_FixationCross","","html-keyboard-response","245","239195","0.0-12.0-1.0-2.0-0.4","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 26%; padding-top: 47%; padding-bottom: 36%"">+</p>","null","","","","","","1077","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","246","239717","0.0-12.0-1.0-2.0-1.4","","","","","","","","","","","","","","","","","","","","","522","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.15000_-0.20566.png","arrowleft","","","","","","","Ebbinghaus_0.15000_-0.20566.png","A","arrowright","Ebbinghaus","0.1500000000","-0.205660000","239195","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 26%; padding-top: 47%; padding-bottom: 36%"">+</p>","false","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","2","5"
"","IG_FixationCross","","html-keyboard-response","247","240570","0.0-12.0-1.0-2.0-0.5","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 40%; padding-top: 30%; padding-bottom: 22%"">+</p>","null","","","","","","851","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","248","241054","0.0-12.0-1.0-2.0-1.5","","","","","","","","","","","","","","","","","","","","","484","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.75000_-0.5000.png","arrowright","","","","","","","Ebbinghaus_0.75000_-0.5000.png","A","arrowright","Ebbinghaus","0.7500000000","-0.500000000","240570","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 40%; padding-top: 30%; padding-bottom: 22%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","2","6"
"","IG_FixationCross","","html-keyboard-response","249","241974","0.0-12.0-1.0-2.0-0.6","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 40%; padding-right: 41%; padding-top: 22%; padding-bottom: 11%"">+</p>","null","","","","","","917","","","","","","","","","","","","","",""
